5276.11376953125,497.2077331542969,3091.188720703125,-0.17312617599964142,-1.9828174114227295,-151.6034278869629
5276.2958984375,497.194091796875,3091.526123046875,-0.17983999848365784,-1.9806454181671143,-151.60329055786133
5276.484375,497.1799621582031,3091.8740234375,-0.18887321650981903,-1.9780499935150146,-151.5988655090332
5276.67724609375,497.1654968261719,3092.231689453125,-0.19860829412937164,-1.975714087486267,-151.59896087646484
5276.876953125,497.15069580078125,3092.600341796875,-0.2148132473230362,-1.9691160917282104,-151.5995864868164
5277.08154296875,497.1354675292969,3092.978759765625,-0.22039788961410522,-1.9636245965957642,-151.5987319946289
5277.296875,497.1197814941406,3093.3662109375,-0.19824214279651642,-1.9670056104660034,-151.37060546875
5277.5244140625,497.1037292480469,3093.759033203125,-0.15460211038589478,-1.974477767944336,-150.7600326538086
5277.76416015625,497.0870056152344,3094.158447265625,-0.10198964178562164,-1.9830633401870728,-149.96222686767578
5278.01611328125,497.06976318359375,3094.563720703125,-0.0625000074505806,-1.9959383010864258,-149.07649612426758
5278.28125,497.05194091796875,3094.975341796875,-0.0361633375287056,-2.0169684886932373,-148.13938522338867
5278.55859375,497.03369140625,3095.392333984375,-0.0018616124289110303,-2.0456552505493164,-147.1704864501953
5278.8505859375,497.01470947265625,3095.815185546875,0.02894033119082451,-2.077238082885742,-146.17424392700195
5279.158203125,496.9951477050781,3096.239501953125,0.09276588261127472,-2.114319086074829,-144.93344116210938
5279.48046875,496.9747619628906,3096.66796875,0.1251395344734192,-2.1509971618652344,-143.75165176391602
5279.80859375,496.95355224609375,3097.107666015625,0.08403821289539337,-2.1928458213806152,-143.19972610473633
5280.14404296875,496.9315185546875,3097.556884765625,0.03639201447367668,-2.2275636196136475,-142.9587860107422
5280.48779296875,496.9088134765625,3098.0146484375,-0.006866483949124813,-2.2610726356506348,-142.85121154785156
5280.83984375,496.88519287109375,3098.48095703125,-0.047241199761629105,-2.297518491744995,-142.80436325073242
5281.19921875,496.8607177734375,3098.955810546875,-0.07089235633611679,-2.3349273204803467,-142.78107452392578
5281.5654296875,496.8352355957031,3099.439697265625,-0.10043345391750336,-2.367213726043701,-142.77124404907227
5281.93994140625,496.8089599609375,3099.931396484375,-0.1167602464556694,-2.4055447578430176,-142.76494216918945
5282.31982421875,496.78179931640625,3100.432861328125,-0.14242535829544067,-2.4564433097839355,-142.76219177246094
5282.7109375,496.7537841796875,3100.93896484375,-0.12768547236919403,-2.4969735145568848,-142.49199295043945
5283.1171875,496.7249450683594,3101.4462890625,-0.07998651266098022,-2.5335423946380615,-141.7557373046875
5283.53759765625,496.6951599121094,3101.95458984375,-0.023773232474923134,-2.576080799102783,-140.76101303100586
5283.97314453125,496.66424560546875,3102.46484375,0.04197428748011589,-2.6162970066070557,-139.62438583374023
5284.423828125,496.6322021484375,3102.974609375,0.105943962931633,-2.6541361808776855,-138.4071273803711
5284.8916015625,496.5993347167969,3103.4833984375,0.17095769941806793,-2.713162660598755,-137.14392471313477
5285.37255859375,496.5654296875,3103.99560546875,0.16103558242321014,-2.7637674808502197,-136.21131896972656
5285.8623046875,496.53057861328125,3104.513427734375,0.11899302899837494,-2.8005003929138184,-135.72268676757812
